label,pattern,replace,type
part_term,antera,anther,male_flower_part
part_term,anthers,anther,male_flower_part
part_term,anthères,anther,male_flower_part
part_term,antherae,anther,male_flower_part
part_term,anteras,anther,male_flower_part
part_term,Staubbeutel,anther,male_flower_part
part_term,anterler,anther,male_flower_part
part_term,anteras,anther,male_flower_part
part_term,apetalous,apetalous,flower_part
part_term,apétale,apetalous,flower_part
part_term,apetalis,apetalous,flower_part
part_term,apétalo,apetalous,flower_part
part_term,apetal,apetalous,flower_part
part_term,yapraksız,apetalous,flower_part
part_term,apétalo,apetalous,flower_part
part_term,apocarpus,apocarpus,female_flower_part
part_term,apocarpe,apocarpus,female_flower_part
part_term,apocarpus,apocarpus,female_flower_part
part_term,apocarpo,apocarpus,female_flower_part
part_term,Apokarpus,apocarpus,female_flower_part
part_term,kıyamet,apocarpus,female_flower_part
part_term,apocarpo,apocarpus,female_flower_part
part_term,aril,aril,fruit_part
part_term,arille,aril,fruit_part
part_term,aril,aril,fruit_part
part_term,arilo,aril,fruit_part
part_term,aril,aril,fruit_part
part_term,arilo,aril,fruit_part
part_term,banner,banner,flower_part
part_term,bannière,banner,flower_part
part_term,vexillum,banner,flower_part
part_term,bandera,banner,flower_part
part_term,Banner,banner,flower_part
part_term,afiş,banner,flower_part
part_term,bandeira,banner,flower_part
part_term,banners,banner,flower_part
part_term,bannières,banner,flower_part
part_term,vexilla,banner,flower_part
part_term,pancartas,banner,flower_part
part_term,Banner,banner,flower_part
part_term,afişler,banner,flower_part
part_term,bandeiras,banner,flower_part
part_term,bark,bark,plant_part
part_term,aboyer,bark,plant_part
part_term,latrare,bark,plant_part
part_term,ladrar,bark,plant_part
part_term,bellen,bark,plant_part
part_term,havlamak,bark,plant_part
part_term,latido,bark,plant_part
part_term,bathyphyll,bathyphyll,leaf_part
part_term,bathyphylle,bathyphyll,leaf_part
part_term,bathyphyll,bathyphyll,leaf_part
part_term,batifila,bathyphyll,leaf_part
part_term,Bathyphyll,bathyphyll,leaf_part
part_term,batifil,bathyphyll,leaf_part
part_term,batifila,bathyphyll,leaf_part
part_term,beak,beak,fruit_part
part_term,bec,beak,fruit_part
part_term,rostrum,beak,fruit_part
part_term,pico,beak,fruit_part
part_term,Schnabel,beak,fruit_part
part_term,gaga,beak,fruit_part
part_term,bico,beak,fruit_part
part_term,beaks,beak,fruit_part
part_term,becs,beak,fruit_part
part_term,rostra,beak,fruit_part
part_term,picos,beak,fruit_part
part_term,Schnäbel,beak,fruit_part
part_term,Gagalar,beak,fruit_part
part_term,bicos,beak,fruit_part
part_term,beltian bodies,beltian body,plant_part
part_term,corps Beltiens,beltian body,plant_part
part_term,beltian corpora,beltian body,plant_part
part_term,cuerpos cinturones,beltian body,plant_part
part_term,Beltsche Körper,beltian body,plant_part
part_term,kemerli organlar,beltian body,plant_part
part_term,corpos beltianos,beltian body,plant_part
part_term,beltian body,beltian body,plant_part
part_term,corps de Beltien,beltian body,plant_part
part_term,beltian corpus,beltian body,plant_part
part_term,cuerpo cinturón,beltian body,plant_part
part_term,Beltscher Körper,beltian body,plant_part
part_term,kemerli vücut,beltian body,plant_part
part_term,corpo beltiano,beltian body,plant_part
part_term,blade,leaf,leaf_part
part_term,lame,leaf,leaf_part
part_term,ferrum,leaf,leaf_part
part_term,cuchilla,leaf,leaf_part
part_term,Klinge,leaf,leaf_part
part_term,bıçak,leaf,leaf_part
part_term,lâmina,leaf,leaf_part
part_term,blades,leaf,leaf_part
part_term,lames,leaf,leaf_part
part_term,laminae,leaf,leaf_part
part_term,cuchillas,leaf,leaf_part
part_term,Klingen,leaf,leaf_part
part_term,bıçaklar,leaf,leaf_part
part_term,lâminas,leaf,leaf_part
part_term,bostryx,bostryx,inflorescence
part_term,brachyblast,brachyblast,plant_part
part_term,brachyblaste,brachyblast,plant_part
part_term,brachyblast,brachyblast,plant_part
part_term,braquiblasto,brachyblast,plant_part
part_term,Brachyblast,brachyblast,plant_part
part_term,brakiblast,brachyblast,plant_part
part_term,braquiblasto,brachyblast,plant_part
part_term,bract,bract,flower_part
part_term,bractée,bract,flower_part
part_term,bracteae,bract,flower_part
part_term,bráctea,bract,flower_part
part_term,Hochblatt,bract,flower_part
part_term,brakte,bract,flower_part
part_term,bráctea,bract,flower_part
part_term,bracteole,bract,flower_part
part_term,bractéole,bract,flower_part
part_term,bracteole,bract,flower_part
part_term,bractéola,bract,flower_part
part_term,Brakteole,bract,flower_part
part_term,brakteol,bract,flower_part
part_term,bractéola,bract,flower_part
part_term,bracteoles,bract,flower_part
part_term,bractéoles,bract,flower_part
part_term,bracteolae,bract,flower_part
part_term,bractéolas,bract,flower_part
part_term,Brakteolen,bract,flower_part
part_term,brakteoller,bract,flower_part
part_term,bractéolas,bract,flower_part
part_term,bractlet,bract,flower_part
part_term,bracelet,bract,flower_part
part_term,bractle,bract,flower_part
part_term,bractleta,bract,flower_part
part_term,Braktlet,bract,flower_part
part_term,braktelet,bract,flower_part
part_term,bráctea,bract,flower_part
part_term,bractlets,bract,flower_part
part_term,bractles,bract,flower_part
part_term,bracteis,bract,flower_part
part_term,bractletas,bract,flower_part
part_term,Braktetten,bract,flower_part
part_term,brakteletler,bract,flower_part
part_term,brácteas,bract,flower_part
part_term,bracts,bract,flower_part
part_term,bractées,bract,flower_part
part_term,bracteae,bract,flower_part
part_term,brácteas,bract,flower_part
part_term,Hochblätter,bract,flower_part
part_term,diş telleri,bract,flower_part
part_term,brácteas,bract,flower_part
part_term,branch,branch,plant_part
part_term,bifurquer,branch,plant_part
part_term,ramus,branch,plant_part
part_term,rama,branch,plant_part
part_term,Zweig,branch,plant_part
part_term,dal,branch,plant_part
part_term,filial,branch,plant_part
part_term,branches,branch,plant_part
part_term,succursales,branch,plant_part
part_term,rami,branch,plant_part
part_term,sucursales,branch,plant_part
part_term,Zweige,branch,plant_part
part_term,şubeler,branch,plant_part
part_term,galhos,branch,plant_part
part_term,branchlet,branch,plant_part
part_term,rameau,branch,plant_part
part_term,ramulus,branch,plant_part
part_term,ramita,branch,plant_part
part_term,Zweig,branch,plant_part
part_term,dalcık,branch,plant_part
part_term,raminho,branch,plant_part
part_term,branchlets,branch,plant_part
part_term,rameaux,branch,plant_part
part_term,ramuli,branch,plant_part
part_term,ramitas,branch,plant_part
part_term,Zweige,branch,plant_part
part_term,dalcıklar,branch,plant_part
part_term,raminhos,branch,plant_part
part_term,bud,bud,plant_part
part_term,bourgeon,bud,plant_part
part_term,germen,bud,plant_part
part_term,brote,bud,plant_part
part_term,Knospe,bud,plant_part
part_term,tomurcuk,bud,plant_part
part_term,broto,bud,plant_part
part_term,buds,bud,plant_part
part_term,bourgeons,bud,plant_part
part_term,gemmae,bud,plant_part
part_term,brotes,bud,plant_part
part_term,Knospen,bud,plant_part
part_term,tomurcuklar,bud,plant_part
part_term,botões,bud,plant_part
part_term,calathid,calathid,inflorescence
part_term,calathide,calathid,inflorescence
part_term,calathid,calathid,inflorescence
part_term,calatido,calathid,inflorescence
part_term,Calathid,calathid,inflorescence
part_term,kalatid,calathid,inflorescence
part_term,calatídeo,calathid,inflorescence
part_term,calyces,calyx,flower_part
part_term,calices,calyx,flower_part
part_term,calyces,calyx,flower_part
part_term,cálices,calyx,flower_part
part_term,Kelche,calyx,flower_part
part_term,kaliksler,calyx,flower_part
part_term,cálices,calyx,flower_part
part_term,calyx,calyx,flower_part
part_term,calice,calyx,flower_part
part_term,calyx,calyx,flower_part
part_term,cáliz,calyx,flower_part
part_term,Kelch,calyx,flower_part
part_term,çanak,calyx,flower_part
part_term,cálice,calyx,flower_part
part_term,capitula,capitulum,inflorescence
part_term,capitule,capitulum,inflorescence
part_term,capitulari,capitulum,inflorescence
part_term,capítulo,capitulum,inflorescence
part_term,Kapitell,capitulum,inflorescence
part_term,kapitula,capitulum,inflorescence
part_term,capítulos,capitulum,inflorescence
part_term,capitulum,capitulum,inflorescence
part_term,capitule,capitulum,inflorescence
part_term,capitulum,capitulum,inflorescence
part_term,capítulo,capitulum,inflorescence
part_term,Kapitell,capitulum,inflorescence
part_term,kapitulum,capitulum,inflorescence
part_term,capítulo,capitulum,inflorescence
part_term,carpel,carpel,flower_part
part_term,carpelle,carpel,flower_part
part_term,carpel,carpel,flower_part
part_term,trocito de fruta,carpel,flower_part
part_term,Fruchtblatt,carpel,flower_part
part_term,karpel,carpel,flower_part
part_term,carpelo,carpel,flower_part
part_term,carpellate,carpellate,female_flower_part
part_term,carpellé,carpellate,female_flower_part
part_term,carpellate,carpellate,female_flower_part
part_term,carpelar,carpellate,female_flower_part
part_term,karpelliert,carpellate,female_flower_part
part_term,karpelat,carpellate,female_flower_part
part_term,carpelado,carpellate,female_flower_part
part_term,carpels,carpel,flower_part
part_term,carpelles,carpel,flower_part
part_term,carpellis,carpel,flower_part
part_term,carpelos,carpel,flower_part
part_term,Fruchtblätter,carpel,flower_part
part_term,halılar,carpel,flower_part
part_term,carpelos,carpel,flower_part
part_term,catkin,catkin,inflorescence
part_term,chaton,catkin,inflorescence
part_term,amentorum,catkin,inflorescence
part_term,pendiente,catkin,inflorescence
part_term,Kätzchen,catkin,inflorescence
part_term,kedicik,catkin,inflorescence
part_term,gatinho,catkin,inflorescence
part_term,catkins,catkin,inflorescence
part_term,chatons,catkin,inflorescence
part_term,amentis,catkin,inflorescence
part_term,amentos,catkin,inflorescence
part_term,Kätzchen,catkin,inflorescence
part_term,kedicikler,catkin,inflorescence
part_term,amentilhos,catkin,inflorescence
part_term,caudex,caudex,plant_part
part_term,Caudex,caudex,plant_part
part_term,caudex,caudex,plant_part
part_term,caudices,caudex,plant_part
part_term,kaudisler,caudex,plant_part
part_term,caudices,caudex,plant_part
part_term,cincinnus,cincinnus,inflorescence
part_term,Cincinnus,cincinnus,inflorescence
part_term,Cincinus,cincinnus,inflorescence
part_term,cladode,cladode,plant_part
part_term,cladodio,cladode,plant_part
part_term,Cladode,cladode,plant_part
part_term,elbise,cladode,plant_part
part_term,cladódio,cladode,plant_part
part_term,cladophyll,cladophyll,plant_part
part_term,cladophylle,cladophyll,plant_part
part_term,cladophyll,cladophyll,plant_part
part_term,cladófila,cladophyll,plant_part
part_term,Cladophyll,cladophyll,plant_part
part_term,kladofil,cladophyll,plant_part
part_term,cladofila,cladophyll,plant_part
part_term,claw,claw,flower_part
part_term,griffe,claw,flower_part
part_term,unguibus,claw,flower_part
part_term,garra,claw,flower_part
part_term,Klaue,claw,flower_part
part_term,pençe,claw,flower_part
part_term,garra,claw,flower_part
part_term,claws,claw,flower_part
part_term,les griffes,claw,flower_part
part_term,ungues,claw,flower_part
part_term,garras,claw,flower_part
part_term,Krallen,claw,flower_part
part_term,pençeler,claw,flower_part
part_term,garras,claw,flower_part
part_term,column,column,plant_part
part_term,colonne,column,plant_part
part_term,columnae,column,plant_part
part_term,columna,column,plant_part
part_term,Spalte,column,plant_part
part_term,kolon,column,plant_part
part_term,coluna,column,plant_part
part_term,columned,column,plant_part
part_term,colonnade,column,plant_part
part_term,columnatum,column,plant_part
part_term,columnado,column,plant_part
part_term,säulenförmig,column,plant_part
part_term,sütunlu,column,plant_part
part_term,colunado,column,plant_part
part_term,compound capitulum,compound capitulum,inflorescence
part_term,capitule composé,compound capitulum,inflorescence
part_term,compositum capitulum,compound capitulum,inflorescence
part_term,capítulo compuesto,compound capitulum,inflorescence
part_term,zusammengesetztes Kapitell,compound capitulum,inflorescence
part_term,bileşik kapitulum,compound capitulum,inflorescence
part_term,capítulo composto,compound capitulum,inflorescence
part_term,compound pistil,compound pistil,female_flower_part
part_term,pistil composé,compound pistil,female_flower_part
part_term,compositis pistillum,compound pistil,female_flower_part
part_term,pistilo compuesto,compound pistil,female_flower_part
part_term,zusammengesetzter Stempel,compound pistil,female_flower_part
part_term,bileşik pistil,compound pistil,female_flower_part
part_term,pistilo composto,compound pistil,female_flower_part
part_term,compound raceme,compound raceme,inflorescence
part_term,grappe composée,compound raceme,inflorescence
part_term,compositis racemum,compound raceme,inflorescence
part_term,racimo compuesto,compound raceme,inflorescence
part_term,zusammengesetzte Traube,compound raceme,inflorescence
part_term,bileşik salkım,compound raceme,inflorescence
part_term,racemo composto,compound raceme,inflorescence
part_term,compound spike,compound spike,inflorescence
part_term,pointe composée,compound spike,inflorescence
part_term,spica compositis,compound spike,inflorescence
part_term,pico compuesto,compound spike,inflorescence
part_term,zusammengesetzte Spitze,compound spike,inflorescence
part_term,bileşik başak,compound spike,inflorescence
part_term,pico composto,compound spike,inflorescence
part_term,compound spikes,compound spikes,inflorescence
part_term,pointes composées,compound spikes,inflorescence
part_term,spicis compositis,compound spikes,inflorescence
part_term,picos compuestos,compound spikes,inflorescence
part_term,zusammengesetzte Spitzen,compound spikes,inflorescence
part_term,bileşik sivri uçlar,compound spikes,inflorescence
part_term,pontas compostas,compound spikes,inflorescence
part_term,compound umbel,compound umbel,inflorescence
part_term,ombelle composée,compound umbel,inflorescence
part_term,umbellam compositis,compound umbel,inflorescence
part_term,umbela compuesta,compound umbel,inflorescence
part_term,zusammengesetzte Dolde,compound umbel,inflorescence
part_term,bileşik şemsiye,compound umbel,inflorescence
part_term,umbela composta,compound umbel,inflorescence
part_term,connective,connective,male_flower_part
part_term,conjonctif,connective,male_flower_part
part_term,nota,connective,male_flower_part
part_term,conectivo,connective,male_flower_part
part_term,verbindend,connective,male_flower_part
part_term,bağlayıcı,connective,male_flower_part
part_term,conectivo,connective,male_flower_part
part_term,corm,corm,plant_part
part_term,bulbe,corm,plant_part
part_term,corm,corm,plant_part
part_term,cormo,corm,plant_part
part_term,Knolle,corm,plant_part
part_term,soğan,corm,plant_part
part_term,cormo,corm,plant_part
part_term,corolla,corolla,flower_part
part_term,corolle,corolla,flower_part
part_term,corolla,corolla,flower_part
part_term,corola,corolla,flower_part
part_term,Blumenkrone,corolla,flower_part
part_term,taç yaprağı,corolla,flower_part
part_term,corola,corolla,flower_part
part_term,corollas,corolla,flower_part
part_term,corolles,corolla,flower_part
part_term,corollas,corolla,flower_part
part_term,corolas,corolla,flower_part
part_term,Blumenkronen,corolla,flower_part
part_term,taçlar,corolla,flower_part
part_term,corolas,corolla,flower_part
part_term,corona,corona,flower_part
part_term,couronne,corona,flower_part
part_term,corona,corona,flower_part
part_term,Corona,corona,flower_part
part_term,korona,corona,flower_part
part_term,coroa,corona,flower_part
part_term,coronas,coronas,flower_part
part_term,couronnes,coronas,flower_part
part_term,coronas,coronas,flower_part
part_term,Koronen,coronas,flower_part
part_term,koronalar,coronas,flower_part
part_term,coroas,coronas,flower_part
part_term,cortex,,plant_part
part_term,corteza,,plant_part
part_term,Kortex,,plant_part
part_term,korteks,,plant_part
part_term,córtex,,plant_part
part_term,corymb,corymb,inflorescence
part_term,corymbe,corymb,inflorescence
part_term,corymb,corymb,inflorescence
part_term,corimbo,corymb,inflorescence
part_term,Doldentrauben,corymb,inflorescence
part_term,corymb,corymb,inflorescence
part_term,corimbo,corymb,inflorescence
part_term,costate,rib,leaf_part
part_term,costar,rib,leaf_part
part_term,Costa,rib,leaf_part
part_term,kaburgalı,rib,leaf_part
part_term,costa,rib,leaf_part
part_term,cotyledon,cotyledon,fruit_part
part_term,cotylédon,cotyledon,fruit_part
part_term,cotyledon,cotyledon,fruit_part
part_term,cotiledón,cotyledon,fruit_part
part_term,Keimblatt,cotyledon,fruit_part
part_term,kotiledon,cotyledon,fruit_part
part_term,cotilédone,cotyledon,fruit_part
part_term,cotyledons,cotyledon,fruit_part
part_term,cotylédons,cotyledon,fruit_part
part_term,cotyledons,cotyledon,fruit_part
part_term,cotiledones,cotyledon,fruit_part
part_term,Keimblätter,cotyledon,fruit_part
part_term,kotiledonlar,cotyledon,fruit_part
part_term,cotilédones,cotyledon,fruit_part
part_term,craspedium,craspedium,plant_part
part_term,craspédium,craspedium,plant_part
part_term,craspedium,craspedium,plant_part
part_term,craspedio,craspedium,plant_part
part_term,Craspedium,craspedium,plant_part
part_term,Craspédio,craspedium,plant_part
part_term,cyathium,cyathium,inflorescence
part_term,ciatio,cyathium,inflorescence
part_term,Cyathium,cyathium,inflorescence
part_term,kiyatyum,cyathium,inflorescence
part_term,ciátio,cyathium,inflorescence
part_term,cyme,cyme,inflorescence
part_term,cima,cyme,inflorescence
part_term,Cyme,cyme,inflorescence
part_term,talkım,cyme,inflorescence
part_term,cime,cyme,inflorescence
part_term,cymes,cyme,inflorescence
part_term,cimas,cyme,inflorescence
part_term,Zymen,cyme,inflorescence
part_term,similer,cyme,inflorescence
part_term,cimeiras,cyme,inflorescence
part_term,cymose corymb,cymose corymb,inflorescence
part_term,corymbe cymeux,cymose corymb,inflorescence
part_term,cymosum corymb,cymose corymb,inflorescence
part_term,corimbo cimoso,cymose corymb,inflorescence
part_term,Zymose Doldentrauben,cymose corymb,inflorescence
part_term,cymose corymb,cymose corymb,inflorescence
part_term,corimbo cimoso,cymose corymb,inflorescence
part_term,dehiscent,dehiscent,fruit_part
part_term,déhiscent,dehiscent,fruit_part
part_term,dehiscent,dehiscent,fruit_part
part_term,dehiscente,dehiscent,fruit_part
part_term,dehiszent,dehiscent,fruit_part
part_term,ayrışan,dehiscent,fruit_part
part_term,deiscente,dehiscent,fruit_part
part_term,diadelphous,diadelphous,male_flower_part
part_term,diadelphe,diadelphous,male_flower_part
part_term,diadelphous,diadelphous,male_flower_part
part_term,diadelfo,diadelphous,male_flower_part
part_term,diadelphos,diadelphous,male_flower_part
part_term,diadelphous,diadelphous,male_flower_part
part_term,diadelfo,diadelphous,male_flower_part
part_term,dichasium,dichasium,inflorescence
part_term,dicasio,dichasium,inflorescence
part_term,Dichasium,dichasium,inflorescence
part_term,dikaziyum,dichasium,inflorescence
part_term,dicásio,dichasium,inflorescence
part_term,didynamous,didynamous,male_flower_part
part_term,didynamique,didynamous,male_flower_part
part_term,didynamous,didynamous,male_flower_part
part_term,didáctico,didynamous,male_flower_part
part_term,didynamous,didynamous,male_flower_part
part_term,iki isimli,didynamous,male_flower_part
part_term,didático,didynamous,male_flower_part
part_term,disc,disk,flower_part
part_term,disque,disk,flower_part
part_term,disc,disk,flower_part
part_term,desct,disk,flower_part
part_term,Scheibe,disk,flower_part
part_term,disk,disk,flower_part
part_term,disco,disk,flower_part
part_term,discs,disk,flower_part
part_term,disques,disk,flower_part
part_term,disc,disk,flower_part
part_term,discos,disk,flower_part
part_term,Scheiben,disk,flower_part
part_term,diskler,disk,flower_part
part_term,discos,disk,flower_part
part_term,disk,disk,flower_part
part_term,disque,disk,flower_part
part_term,"orbis """,disk,flower_part
part_term,disco,disk,flower_part
part_term,Scheibe,disk,flower_part
part_term,disk,disk,flower_part
part_term,disco,disk,flower_part
part_term,disks,disk,flower_part
part_term,disques,disk,flower_part
part_term,"orbis """,disk,flower_part
part_term,discos,disk,flower_part
part_term,Festplatten,disk,flower_part
part_term,diskler,disk,flower_part
part_term,discos,disk,flower_part
part_term,double cyme ,double cyme,inflorescence
part_term,cyme double,double cyme,inflorescence
part_term,duplex cyme,double cyme,inflorescence
part_term,doble cima,double cyme,inflorescence
part_term,Doppelzyme,double cyme,inflorescence
part_term,çift ​​sim,double cyme,inflorescence
part_term,cime duplo,double cyme,inflorescence
part_term,double umbel,double umbel,inflorescence
part_term,double ombelle,double umbel,inflorescence
part_term,duplex umbella,double umbel,inflorescence
part_term,doble umbela,double umbel,inflorescence
part_term,Doppeldolde,double umbel,inflorescence
part_term,çift ​​şemsiye,double umbel,inflorescence
part_term,umbela dupla,double umbel,inflorescence
part_term,drepanium,drepanium,inflorescence
part_term,drépanium,drepanium,inflorescence
part_term,drepanium,drepanium,inflorescence
part_term,drepanio,drepanium,inflorescence
part_term,Drepanium,drepanium,inflorescence
part_term,drepanyum,drepanium,inflorescence
part_term,drepânio,drepanium,inflorescence
part_term,endocarp,endocarp,fruit_part
part_term,endocarpe,endocarp,fruit_part
part_term,endocarp,endocarp,fruit_part
part_term,endocarpio,endocarp,fruit_part
part_term,Endokarp,endocarp,fruit_part
part_term,endokarp,endocarp,fruit_part
part_term,endocarpo,endocarp,fruit_part
part_term,endodermis,,plant_part
part_term,endoderme,,plant_part
part_term,endodermis,,plant_part
part_term,Endodermis,,plant_part
part_term,endodermis,,plant_part
part_term,endoderme,,plant_part
part_term,epicalyces,epicalyx,flower_part
part_term,épicalyses,epicalyx,flower_part
part_term,epicalyces,epicalyx,flower_part
part_term,epicálisis,epicalyx,flower_part
part_term,Epicalyces,epicalyx,flower_part
part_term,Epikaliksler,epicalyx,flower_part
part_term,epicálices,epicalyx,flower_part
part_term,epicalyx,epicalyx,flower_part
part_term,épicalyx,epicalyx,flower_part
part_term,epicalyx,epicalyx,flower_part
part_term,epicáliz,epicalyx,flower_part
part_term,Epicalyx,epicalyx,flower_part
part_term,epikaliks,epicalyx,flower_part
part_term,epicálice,epicalyx,flower_part
part_term,epidermis,,plant_part
part_term,épiderme,,plant_part
part_term,epidermis,,plant_part
part_term,Epidermis,,plant_part
part_term,epidermis,,plant_part
part_term,epiderme,,plant_part
part_term,epipetalous,epipetalous,male_flower_part
part_term,épipétale,epipetalous,male_flower_part
part_term,epipetalus,epipetalous,male_flower_part
part_term,epipétalo,epipetalous,male_flower_part
part_term,epipetal,epipetalous,male_flower_part
part_term,epipetalöz,epipetalous,male_flower_part
part_term,epipétalo,epipetalous,male_flower_part
part_term,exocarp,exocarp,fruit_part
part_term,exocarpe,exocarp,fruit_part
part_term,exocarp,exocarp,fruit_part
part_term,exocarpio,exocarp,fruit_part
part_term,Exokarp,exocarp,fruit_part
part_term,ekzokarp,exocarp,fruit_part
part_term,exocarpo,exocarp,fruit_part
part_term,exserted,exserted,male_flower_part
part_term,exercé,exserted,male_flower_part
part_term,exsertus,exserted,male_flower_part
part_term,ejercido,exserted,male_flower_part
part_term,ausgeübt,exserted,male_flower_part
part_term,uygulanan,exserted,male_flower_part
part_term,exercido,exserted,male_flower_part
part_term,false spike,false spike,inflorescence
part_term,faux pic,false spike,inflorescence
part_term,falsus spiculum,false spike,inflorescence
part_term,pico falso,false spike,inflorescence
part_term,falsche Spitze,false spike,inflorescence
part_term,yanlış başak,false spike,inflorescence
part_term,pico falso,false spike,inflorescence
part_term,fascicle,fascicle,plant_part
part_term,fascicule,fascicle,plant_part
part_term,fasciculum,fascicle,plant_part
part_term,fascículo,fascicle,plant_part
part_term,Faszikel,fascicle,plant_part
part_term,fasikül,fascicle,plant_part
part_term,fascículo,fascicle,plant_part
part_term,fascicles,fascicles,inflorescence
part_term,fascicules,fascicles,inflorescence
part_term,fasciculi,fascicles,inflorescence
part_term,fascículos,fascicles,inflorescence
part_term,Faszikel,fascicles,inflorescence
part_term,fasiküller,fascicles,inflorescence
part_term,fascículos,fascicles,inflorescence
part_term,filament,filament,male_flower_part
part_term,filum,filament,male_flower_part
part_term,filamento,filament,male_flower_part
part_term,Filament,filament,male_flower_part
part_term,filaman,filament,male_flower_part
part_term,filamento,filament,male_flower_part
part_term,filaments,filament,male_flower_part
part_term,filamentis,filament,male_flower_part
part_term,filamentos,filament,male_flower_part
part_term,Filamente,filament,male_flower_part
part_term,filamentler,filament,male_flower_part
part_term,filamentos,filament,male_flower_part
part_term,fl,flower,flower_part
part_term,fl*,flower,flower_part
part_term,Florida,flower,flower_part
part_term,fl,flower,flower_part
part_term,FL,flower,flower_part
part_term,fl-buds,flower-buds,flower_part
part_term,fl-bourgeons,flower-buds,flower_part
part_term,fl-germina,flower-buds,flower_part
part_term,brotes fl,flower-buds,flower_part
part_term,Fl-Knospen,flower-buds,flower_part
part_term,fl tomurcukları,flower-buds,flower_part
part_term,botões fl,flower-buds,flower_part
part_term,fl-spikes,flower-spikes,inflorescence
part_term,pointes fl,flower-spikes,inflorescence
part_term,fl-spicis,flower-spikes,inflorescence
part_term,picos de fl,flower-spikes,inflorescence
part_term,fl-Spikes,flower-spikes,inflorescence
part_term,fl-sivri uçlar,flower-spikes,inflorescence
part_term,picos de fl,flower-spikes,inflorescence
part_term,fld,flowered,flower_part
part_term,floral axis,floral axis,flower_part
part_term,axe floral,floral axis,flower_part
part_term,floralis axis,floral axis,flower_part
part_term,eje floral,floral axis,flower_part
part_term,Blumenachse,floral axis,flower_part
part_term,çiçek ekseni,floral axis,flower_part
part_term,eixo floral,floral axis,flower_part
part_term,floral axes,floral axis,flower_part
part_term,haches florales,floral axis,flower_part
part_term,securibus floralibus,floral axis,flower_part
part_term,hachas florales,floral axis,flower_part
part_term,Blumenäxte,floral axis,flower_part
part_term,çiçek eksenleri,floral axis,flower_part
part_term,machados florais,floral axis,flower_part
